order_id,order_date,customer_id,product_id,quantity,discount,payment_method,shipping_cost
ORD-12707,03/08/2025,CUST-1627,PROD-25,4,0.2,Debit Card,4.14
ORD-12708,07/30/2024,CUST-1286,PROD-17,1,0.1,Credit Card,10.96
ORD-12709,2024-09-27,CUST-1703,PROD-35,3,0.15,Credit Card,5.59
ORD-12710,2025-11-02,CUST-1147,PROD-38,2,0.15,Credit Card,13.37
ORD-12711,2024-10-29,CUST-1326,PROD-02,4,0.15,,19.64
ORD-12712,2025-03-01,CUST-1200,PROD-08,2,0.2,Debit Card,9.95
ORD-12713,2025-12-15,CUST-1677,PROD-36,3,0.15,,7.08
ORD-12714,2025-04-11,CUST-1241,PROD-23,1,0.2,Debit Card,11.94
ORD-12715,2025-02-18,CUST-1892,PROD-44,3,0.0,Credit Card,5.38
ORD-12716,12/03/2024,CUST-1328,PROD-33,2,0.1,Store Credit,15.26
ORD-12717,2025-07-19,CUST-1227,PROD-06,3,0.15,,4.29
ORD-12718,2024-08-31,CUST-1368,PROD-35,5,0.0,,11.52
ORD-12719,2025-07-10,CUST-1870,PROD-20,2,0.0,,19.86
ORD-12720,2024-08-13,CUST-1983,PROD-45,3,0.15,PayPal,4.71
ORD-12721,2024-12-27,CUST-1456,PROD-32,1,0.0,PayPal,16.55
ORD-12722,08/29/2025,CUST-1726,PROD-20,4,0.1,PayPal,11.06
ORD-12723,2024-09-13,CUST-1107,PROD-06,1,0.15,,19.65
ORD-12724,31-12-2024,CUST-1934,PROD-03,1,0.05,PayPal,6.89
ORD-12725,2024-07-29,CUST-1610,PROD-50,1,0.15,PayPal,8.35
ORD-12726,2025-03-19,CUST-1688,PROD-33,5,0.15,,15.53
ORD-12727,2024-01-08,CUST-1288,PROD-25,1,0.2,PayPal,15.68
ORD-12728,2025-08-08,CUST-1592,PROD-39,1,0.2,Debit Card,15.12
ORD-12729,19-02-2024,CUST-1226,PROD-14,4,0.2,,18.1
ORD-12730,2025-11-23,CUST-1526,PROD-24,5,0.15,,10.34
ORD-12731,2025-10-29,CUST-1265,PROD-50,5,0.1,Store Credit,15.14
ORD-12732,02/22/2024,CUST-1009,PROD-42,-2,0.0,Store Credit,13.39
ORD-12733,2025-09-22,CUST-1802,PROD-47,3,0.05,Debit Card,11.39
ORD-12734,2025-10-19,CUST-1318,PROD-18,1,0.1,Store Credit,13.29
ORD-12735,06/23/2024,CUST-1656,PROD-50,3,0.2,PayPal,8.75
ORD-12736,04/07/2025,CUST-9999,PROD-07,1,0.2,Debit Card,7.98
ORD-12737,2025-08-16,CUST-1944,PROD-40,5,0.2,Credit Card,11.38
ORD-12738,09/12/2025,CUST-1440,PROD-24,3,0.1,,16.09
ORD-12739,2025-11-19,CUST-1817,PROD-36,4,0.15,Debit Card,19.93
ORD-12740,11-08-2024,CUST-1501,PROD-45,4,0.2,Credit Card,16.89
ORD-12741,2025-04-22,CUST-1902,PROD-44,2,0.05,Credit Card,14.26
ORD-12742,2024-01-03,CUST-1398,PROD-38,2,0.0,,9.13
ORD-12743,2024-01-14,CUST-1596,PROD-38,2,0.15,Debit Card,14.9
ORD-12744,02/14/2024,CUST-1784,PROD-09,4,0.05,PayPal,6.53
ORD-12745,2024-08-31,CUST-1339,PROD-08,4,0.0,Debit Card,13.5
ORD-12746,2024-02-24,,PROD-16,4,0.0,Debit Card,10.77
ORD-12747,2025-09-19,CUST-1249,PROD-46,3,0.05,Store Credit,19.78
ORD-12748,12-02-2024,CUST-1042,PROD-27,3,0.0,PayPal,10.68
ORD-12749,2024-11-12,CUST-1370,PROD-37,4,0.1,Credit Card,16.25
ORD-12750,2024-04-20,CUST-1679,PROD-39,2,0.1,Credit Card,17.47
ORD-12751,2024-11-28,CUST-1106,PROD-10,2,0.15,PayPal,14.49
ORD-12752,2025-10-09,CUST-1291,PROD-27,3,0.0,Credit Card,18.98
ORD-12753,2025-01-14,CUST-1349,PROD-38,2,0.1,PayPal,15.28
ORD-12754,2025-03-14,CUST-1787,PROD-35,3,0.0,PayPal,14.33
ORD-12755,2025-05-14,CUST-9999,PROD-37,1,0.05,Store Credit,4.56
ORD-12756,2025-06-16,CUST-1251,PROD-26,2,0.1,,4.27
ORD-12757,2025-12-03,CUST-1455,PROD-24,1,0.1,Credit Card,11.32
ORD-12758,2025-09-12,CUST-1938,PROD-30,1,0.05,Credit Card,6.75
ORD-12759,2024-02-27,CUST-1259,PROD-20,4,0.1,,11.6
ORD-12760,16-06-2024,CUST-1746,PROD-05,2,0.2,PayPal,16.07
ORD-12761,2024-08-24,CUST-1860,PROD-05,2,0.15,Store Credit,16.52
ORD-12762,2025-09-16,CUST-1346,PROD-15,1,0.0,PayPal,18.7
ORD-12763,02/13/2024,CUST-1129,PROD-10,4,0.1,Debit Card,6.9
ORD-12764,2024-02-25,CUST-1332,PROD-32,5,0.1,PayPal,18.24
ORD-12765,2024-05-28,CUST-1163,PROD-45,1,0.0,PayPal,10.73
ORD-12766,2025-08-13,CUST-1265,PROD-27,3,0.15,,9.17
ORD-12767,2024-10-04,CUST-1582,PROD-27,1,0.2,Store Credit,18.17
ORD-12768,2024-09-28,CUST-1264,PROD-22,4,0.0,Store Credit,12.79
ORD-12769,2025-12-12,CUST-1928,PROD-35,4,0.0,,8.35
ORD-12770,2024-11-21,CUST-1889,PROD-04,1,0.0,,12.21
ORD-12771,2025-09-13,CUST-1559,PROD-20,5,0.0,,6.17
ORD-12772,30-05-2024,CUST-1073,PROD-46,4,0.05,Credit Card,10.99
ORD-12773,2024-01-02,CUST-1077,PROD-42,4,0.0,Debit Card,10.19
ORD-12774,2025-02-11,CUST-1207,PROD-05,4,0.1,Debit Card,19.98
ORD-12775,08/14/2025,CUST-1148,PROD-30,2,0.0,PayPal,16.17
ORD-12776,2024-09-25,CUST-1244,PROD-24,3,0.0,Store Credit,16.66
ORD-12777,2024-03-27,CUST-1632,PROD-36,5,0.0,,11.03
ORD-12778,2025-12-20,CUST-1527,PROD-50,4,0.1,Credit Card,9.86
ORD-12779,2024-02-10,CUST-1742,PROD-04,3,0.0,Debit Card,7.61
ORD-12780,10-03-2025,CUST-1750,PROD-29,4,0.2,PayPal,14.36
ORD-12781,2024-10-27,CUST-1336,PROD-05,5,0.0,Credit Card,14.81
ORD-12782,02/22/2024,CUST-1755,PROD-24,2,0.0,Debit Card,4.76
ORD-12783,2024-12-22,CUST-1168,PROD-44,2,0.2,,6.8
ORD-12784,2024-03-24,CUST-1635,PROD-31,5,0.15,Store Credit,8.29
ORD-12785,2025-04-16,CUST-1881,PROD-22,5,0.1,Debit Card,13.51
ORD-12786,04/07/2025,CUST-1779,PROD-11,4,0.2,,16.21
ORD-12787,2024-09-21,CUST-1289,PROD-06,1,0.05,PayPal,11.04
ORD-12788,10-02-2024,CUST-1872,PROD-24,2,0.0,Store Credit,18.99
ORD-12789,09/19/2025,CUST-1809,PROD-28,4,0.2,,16.33
ORD-12790,2025-12-04,CUST-1118,PROD-48,4,0.0,,9.11
ORD-12791,05/23/2025,CUST-1469,PROD-20,1,0.05,,8.76
ORD-12792,2025-02-04,CUST-1280,PROD-38,5,0.0,PayPal,19.29
ORD-12793,2024-12-11,CUST-1753,PROD-03,4,0.05,Debit Card,9.28
ORD-12794,2025-08-01,CUST-1215,PROD-12,2,0.05,PayPal,19.57
ORD-12795,2025-08-28,CUST-1093,PROD-45,5,0.05,Credit Card,19.38
ORD-12796,2024-09-13,CUST-1524,PROD-40,3,0.15,PayPal,17.09
ORD-12797,2024-03-19,CUST-1422,PROD-08,2,0.0,Store Credit,15.56
ORD-12798,2024-07-22,CUST-1872,PROD-35,-2,0.0,PayPal,6.35
ORD-12799,2025-03-04,CUST-1992,PROD-32,2,0.0,Debit Card,17.61
ORD-12800,2024-10-30,CUST-1589,PROD-34,4,0.15,Credit Card,15.48
ORD-12801,24-05-2024,CUST-1824,PROD-19,3,0.15,,8.47
ORD-12802,2024-11-08,CUST-1598,PROD-16,1,0.1,,18.69
ORD-12803,2025-11-29,CUST-1185,PROD-06,1,0.1,PayPal,11.97
ORD-12804,2025-07-02,CUST-1820,PROD-10,2,0.1,Store Credit,17.82
ORD-12805,2025-03-14,CUST-1665,PROD-40,5,0.15,Store Credit,19.04
ORD-12806,2024-12-04,CUST-1265,PROD-29,1,0.0,Debit Card,4.06
ORD-12807,17-09-2025,CUST-1959,PROD-38,2,0.1,Credit Card,15.05
ORD-12808,2025-09-08,CUST-1341,PROD-43,5,0.0,Debit Card,10.02
ORD-12809,2024-09-12,CUST-1157,PROD-18,5,0.05,Debit Card,11.65
ORD-12810,2024-09-05,CUST-1358,PROD-27,1,0.05,Store Credit,12.86
ORD-12811,2025-02-15,CUST-1944,PROD-16,1,0.1,Credit Card,14.51
ORD-12812,2024-12-09,CUST-1888,PROD-21,1,0.1,Credit Card,6.09
ORD-12813,2024-05-13,CUST-1248,PROD-16,4,0.2,PayPal,16.92
ORD-12814,10/28/2025,CUST-1070,PROD-35,2,0.05,Debit Card,11.3
ORD-12815,2024-12-26,CUST-1819,PROD-07,1,0.0,,15.17
ORD-12816,2025-05-18,CUST-1926,PROD-32,1,0.1,Store Credit,5.23
ORD-12817,14-12-2025,CUST-1883,PROD-33,4,0.1,PayPal,9.65
ORD-12818,11/29/2024,CUST-1536,PROD-02,5,0.2,,6.81
ORD-12819,2024-05-22,CUST-1679,PROD-34,4,0.1,,4.65
ORD-12820,11/19/2024,CUST-1400,PROD-38,5,0.15,Debit Card,6.8
ORD-12821,28-05-2025,CUST-9999,PROD-35,4,0.0,Debit Card,6.46
ORD-12822,2024-09-05,CUST-1691,PROD-11,5,0.15,Store Credit,5.45
ORD-12823,2024-06-20,CUST-1018,PROD-14,4,0.15,Store Credit,19.67
ORD-12824,05/09/2024,CUST-1767,PROD-31,2,0.1,,15.23
ORD-12825,2024-12-12,CUST-1474,PROD-48,1,0.2,PayPal,6.38
ORD-12826,01-06-2025,CUST-1575,PROD-15,4,0.0,Credit Card,10.5
ORD-12827,2025-11-12,CUST-1273,PROD-41,3,0.1,PayPal,9.46
ORD-12828,2025-03-11,CUST-1133,PROD-29,1,0.0,Debit Card,9.28
ORD-12829,2024-12-13,CUST-1482,PROD-14,2,0.1,PayPal,15.92
ORD-12830,11/16/2025,CUST-1353,PROD-29,1,0.05,PayPal,16.61
ORD-12831,02/12/2024,,PROD-22,3,0.1,,13.65
ORD-12832,2025-12-18,CUST-9999,PROD-29,4,0.2,Credit Card,8.68
ORD-12833,2024-04-16,,PROD-35,1,0.05,,10.73
ORD-12834,2024-10-19,CUST-1239,PROD-34,3,0.1,,4.15
ORD-12835,2024-10-12,CUST-1271,PROD-48,4,0.2,PayPal,7.31
ORD-12836,2025-12-29,CUST-1988,PROD-45,5,0.15,Debit Card,9.63
ORD-12837,21-04-2025,CUST-1011,PROD-43,2,0.0,,8.18
ORD-12838,2024-11-16,CUST-1863,PROD-18,4,0.05,Credit Card,11.8
ORD-12839,2024-01-25,CUST-1212,PROD-04,1,0.0,PayPal,13.2
ORD-12840,2024-01-30,CUST-1969,PROD-33,4,0.0,,7.57
ORD-12841,2024-12-30,CUST-1329,PROD-36,1,0.0,,14.77
ORD-12842,2024-04-29,CUST-1469,PROD-18,2,0.05,Store Credit,11.32
ORD-12843,2024-05-12,CUST-1170,PROD-33,1,0.05,Store Credit,9.84
ORD-12844,2025-03-17,CUST-1714,PROD-38,3,0.05,Store Credit,9.44
ORD-12845,2024-12-17,CUST-1377,PROD-02,3,0.2,PayPal,15.0
ORD-12846,2025-01-31,CUST-1085,PROD-29,5,0.05,Debit Card,18.35
ORD-12847,2025-07-26,CUST-1165,PROD-45,3,0.0,Credit Card,19.07
ORD-12848,11/15/2025,CUST-1513,PROD-11,1,0.1,Debit Card,5.53
ORD-12849,2024-03-09,CUST-1095,PROD-20,3,0.1,Debit Card,15.36
ORD-12850,2024-11-23,CUST-1042,PROD-43,4,0.15,Debit Card,11.4
ORD-12851,2024-01-27,CUST-1145,PROD-20,2,0.2,Debit Card,14.92
ORD-12852,2024-09-04,CUST-1805,PROD-11,3,0.05,Credit Card,15.78
ORD-12853,2024-06-26,CUST-9999,PROD-28,1,0.15,Debit Card,5.43
ORD-12854,03/31/2024,CUST-1371,PROD-46,2,0.05,Store Credit,13.14
ORD-12855,2025-08-19,CUST-1290,PROD-31,3,0.0,PayPal,16.8
ORD-12856,2025-11-02,CUST-1310,PROD-27,-2,0.15,,5.38
ORD-12857,2024-04-26,CUST-1987,PROD-47,3,0.15,Debit Card,11.56
ORD-12858,2024-07-25,CUST-1639,PROD-28,4,0.1,,10.65
ORD-12859,2024-07-09,CUST-1132,PROD-08,2,0.0,PayPal,13.9
ORD-12860,12/13/2025,CUST-1230,PROD-03,5,0.05,,4.54
ORD-12861,2025-09-24,CUST-1570,PROD-35,1,0.15,Store Credit,14.83
ORD-12862,11/05/2024,CUST-1120,PROD-37,5,0.15,Credit Card,12.2
ORD-12863,2024-03-12,CUST-1402,PROD-36,2,0.0,Store Credit,19.34
ORD-12864,08/27/2024,CUST-1642,PROD-26,3,0.2,Credit Card,18.57
ORD-12865,2024-03-28,CUST-1708,PROD-36,1,0.15,Credit Card,18.2
ORD-12866,2025-05-05,CUST-1888,PROD-02,2,0.0,Credit Card,16.21
ORD-12867,2024-09-11,CUST-1607,PROD-24,4,0.0,Debit Card,18.3
ORD-12868,05/01/2025,CUST-1847,PROD-46,3,0.2,PayPal,9.72
ORD-12869,2025-10-30,CUST-1846,PROD-25,2,0.0,Store Credit,4.41
ORD-12870,2024-07-19,CUST-1516,PROD-47,1,0.05,Store Credit,19.61
ORD-12871,01-02-2024,CUST-1588,PROD-40,2,0.0,Store Credit,10.37
ORD-12872,2025-04-17,CUST-1623,PROD-18,5,0.1,Store Credit,14.97
ORD-12873,09/08/2024,CUST-1785,PROD-16,4,0.0,Credit Card,11.88
ORD-12874,2025-11-28,CUST-1801,PROD-02,1,0.05,Credit Card,12.94
ORD-12875,2024-07-21,CUST-1221,PROD-02,4,0.05,,16.44
ORD-12876,2024-10-27,CUST-1711,PROD-34,5,0.2,PayPal,7.88
ORD-12877,2024-12-09,CUST-1592,PROD-32,5,0.05,,17.41
ORD-12878,2024-05-24,CUST-1346,PROD-48,3,0.0,PayPal,13.91
ORD-12879,27-04-2024,CUST-1801,PROD-02,3,0.15,PayPal,16.44
ORD-12880,2024-08-28,CUST-1931,PROD-14,4,0.0,Store Credit,18.04
ORD-12881,2025-10-12,CUST-1545,PROD-02,2,0.1,Debit Card,11.01
ORD-12882,2025-06-15,CUST-1819,PROD-18,4,0.2,Debit Card,5.56
ORD-12883,2024-08-24,CUST-1040,PROD-26,4,0.05,Debit Card,18.23
ORD-12884,2025-08-11,CUST-1125,PROD-17,3,0.0,,5.65
ORD-12885,2024-10-02,CUST-1450,PROD-12,3,0.2,PayPal,15.24
ORD-12886,2024-03-11,CUST-1122,PROD-07,1,0.0,Store Credit,5.21
ORD-12887,2025-06-12,CUST-1767,PROD-02,3,0.05,Debit Card,10.06
ORD-12888,25-12-2024,CUST-1408,PROD-33,4,0.15,Debit Card,18.79
ORD-12889,2024-08-25,CUST-1274,PROD-02,3,0.2,Debit Card,8.48
ORD-12890,12/12/2024,CUST-1421,PROD-28,2,0.0,Credit Card,5.47
ORD-12891,2025-02-27,CUST-1509,PROD-50,2,0.15,Store Credit,16.79
ORD-12892,27-04-2025,CUST-1708,PROD-07,4,0.2,PayPal,10.24
ORD-12893,2025-06-27,CUST-1805,PROD-04,3,0.2,Store Credit,4.33
ORD-12894,2025-08-22,CUST-1734,PROD-39,4,0.2,Debit Card,4.52
ORD-12895,2024-04-26,CUST-1710,PROD-17,1,0.0,Debit Card,17.05
ORD-12896,2025-10-05,CUST-1893,PROD-48,4,0.0,Credit Card,15.05
ORD-12897,06/25/2024,CUST-1339,PROD-46,3,0.2,Credit Card,8.87
ORD-12898,2024-07-04,CUST-1292,PROD-40,4,0.15,Debit Card,8.69
ORD-12899,27-03-2024,CUST-1488,PROD-45,3,0.1,PayPal,11.58
ORD-12900,2024-06-21,,PROD-08,1,0.2,Store Credit,7.27
ORD-12901,2024-11-09,CUST-1292,PROD-45,5,0.0,PayPal,9.0
ORD-12902,04/30/2024,CUST-1565,PROD-15,4,0.05,,13.69
ORD-12903,2024-04-03,CUST-1048,PROD-04,1,0.1,,19.45
ORD-12904,2024-04-15,CUST-1291,PROD-41,4,0.1,Credit Card,15.79
ORD-12905,2024-09-02,CUST-1797,PROD-37,3,0.0,Debit Card,6.77
ORD-12906,23-12-2025,CUST-1820,PROD-16,3,0.0,,7.22
ORD-12907,2024-08-06,CUST-1830,PROD-31,4,0.2,Store Credit,13.17
ORD-12908,2025-07-22,CUST-1941,PROD-09,3,0.1,Debit Card,14.19
ORD-12909,2025-12-29,CUST-1350,PROD-34,1,0.15,Store Credit,19.35
ORD-12910,22-11-2025,CUST-1285,PROD-05,1,0.1,,5.92
ORD-12911,2025-03-02,CUST-1411,PROD-17,1,0.0,,17.69
ORD-12912,2024-09-03,CUST-1372,PROD-20,3,0.1,PayPal,19.34
ORD-12913,2025-11-17,CUST-1668,PROD-49,2,0.0,Store Credit,19.99
ORD-12914,2025-11-16,CUST-1691,PROD-47,1,0.0,Store Credit,12.96
ORD-12915,2024-05-03,CUST-1177,PROD-22,2,0.0,,17.24
ORD-12916,17-07-2025,CUST-1416,PROD-31,5,0.0,,10.54
ORD-12917,2025-02-19,CUST-1555,PROD-28,2,0.15,PayPal,17.25
ORD-12918,24-10-2025,CUST-1420,PROD-20,5,0.0,Credit Card,16.29
ORD-12919,01/02/2024,CUST-1763,PROD-31,-2,0.2,,17.47
ORD-12920,2024-01-22,CUST-1500,PROD-34,5,0.2,,16.02
ORD-12921,02-03-2025,CUST-1446,PROD-49,5,0.0,PayPal,4.58
ORD-12922,2025-12-24,,PROD-33,5,0.05,,6.46
ORD-12923,2025-12-12,CUST-1312,PROD-35,4,0.2,PayPal,13.84
ORD-12924,2024-12-21,CUST-1294,PROD-44,3,0.1,Debit Card,11.06
ORD-12925,2025-03-13,CUST-1283,PROD-06,5,0.0,,5.64
ORD-12926,2025-08-23,CUST-1359,PROD-01,1,0.0,Debit Card,9.33
ORD-12927,05/15/2024,CUST-1448,PROD-12,2,0.0,PayPal,5.99
ORD-12928,2025-02-02,CUST-1354,PROD-11,3,0.1,PayPal,7.85
ORD-12929,18-09-2025,CUST-1473,PROD-49,3,0.0,Store Credit,7.62
ORD-12930,2024-03-29,CUST-1663,PROD-10,4,0.2,Store Credit,9.88
ORD-12931,2024-05-08,CUST-1494,PROD-49,5,0.0,Credit Card,15.51
ORD-12932,01/01/2025,CUST-1410,PROD-47,4,0.15,PayPal,7.1
ORD-12933,2025-05-19,CUST-1265,PROD-09,3,0.2,Store Credit,6.54
ORD-12934,2025-06-16,CUST-1806,PROD-15,2,0.0,Debit Card,16.0
ORD-12935,2024-07-31,CUST-1235,PROD-46,1,0.0,,15.08
ORD-12936,2024-11-15,CUST-1959,PROD-03,4,0.0,Debit Card,7.15
ORD-12937,26-08-2024,CUST-1127,PROD-41,5,0.0,,8.48
ORD-12938,2025-02-12,,PROD-09,4,0.15,Credit Card,8.3
ORD-12939,2024-08-12,CUST-1821,PROD-46,3,0.2,Credit Card,11.63
ORD-12940,2025-03-07,CUST-1017,PROD-42,3,0.05,Debit Card,8.9
ORD-12941,2025-12-08,CUST-1682,PROD-45,2,0.1,,14.69
ORD-12942,2025-03-21,CUST-1731,PROD-10,4,0.0,,10.85
ORD-12943,2025-06-26,CUST-1744,PROD-09,5,0.0,,4.6
ORD-12944,2025-09-09,CUST-1480,PROD-44,2,0.2,PayPal,5.27
ORD-12945,2025-01-16,CUST-1609,PROD-33,5,0.2,Store Credit,19.41
ORD-12946,01/06/2025,CUST-1745,PROD-02,1,0.1,Store Credit,10.94
ORD-12947,2025-10-26,CUST-1786,PROD-03,4,0.0,Debit Card,11.9
ORD-12948,2025-04-27,CUST-1582,PROD-37,4,0.0,PayPal,12.94
ORD-12949,01/01/2025,CUST-1749,PROD-01,3,0.0,Debit Card,6.34
ORD-12950,2025-04-25,CUST-1334,PROD-23,4,0.0,Store Credit,8.71
ORD-12951,2025-08-09,CUST-1611,PROD-39,3,0.15,Debit Card,4.11
ORD-12952,2025-07-23,CUST-1762,PROD-19,4,0.2,Debit Card,7.16
ORD-12953,2025-04-26,CUST-1033,PROD-04,1,0.0,PayPal,15.77
ORD-12954,23-04-2025,CUST-1386,PROD-15,2,0.05,Store Credit,14.5
ORD-12955,2025-04-17,CUST-1191,PROD-11,2,0.05,,11.22
ORD-12956,2025-07-31,,PROD-28,1,0.0,,5.97
ORD-12957,2025-09-09,CUST-1442,PROD-26,1,0.2,Store Credit,7.32
ORD-12958,2024-06-06,CUST-1774,PROD-29,5,0.15,PayPal,14.62
ORD-12959,2025-06-10,CUST-1962,PROD-18,4,0.0,,14.72
ORD-12960,2025-09-05,CUST-1425,PROD-19,3,0.2,,5.71
ORD-12961,2024-10-19,CUST-1253,PROD-46,4,0.15,Debit Card,8.07
ORD-12962,05/20/2025,CUST-1992,PROD-15,5,0.0,Debit Card,6.08
ORD-12963,2025-08-09,CUST-1448,PROD-23,1,0.15,PayPal,11.07
ORD-12964,11/06/2024,CUST-1608,PROD-34,5,0.15,PayPal,19.62
ORD-12965,2024-10-07,CUST-1045,PROD-39,5,0.05,,7.42
ORD-12966,2024-02-11,CUST-1060,PROD-10,5,0.15,,17.25
ORD-12967,2025-02-03,CUST-1976,PROD-41,2,0.05,PayPal,9.72
ORD-12968,2025-06-25,CUST-1115,PROD-12,3,0.1,Credit Card,17.15
ORD-12969,2025-05-31,CUST-1560,PROD-03,3,0.1,,8.64
ORD-12970,2025-03-13,CUST-1822,PROD-04,4,0.05,Store Credit,8.41
ORD-12971,03/16/2025,CUST-1673,PROD-48,4,0.0,PayPal,6.83
ORD-12972,2024-12-12,CUST-1745,PROD-37,4,0.2,Debit Card,19.65
ORD-12973,07/18/2025,CUST-1729,PROD-45,5,0.2,Credit Card,4.67
ORD-12974,2024-11-05,CUST-1227,PROD-14,2,0.15,Store Credit,15.42
ORD-12975,2025-11-08,CUST-1229,PROD-33,1,0.0,PayPal,13.37
ORD-12976,2025-05-08,CUST-1109,PROD-02,3,0.05,Store Credit,5.5
ORD-12977,2025-07-08,CUST-1057,PROD-25,1,0.15,Debit Card,13.71
ORD-12978,2025-08-15,CUST-1641,PROD-47,3,0.05,Credit Card,13.2
ORD-12979,11/18/2025,CUST-1228,PROD-37,4,0.0,,10.92
ORD-12980,2025-11-07,CUST-1550,PROD-01,5,0.0,,17.6
ORD-12981,2025-12-25,CUST-1982,PROD-36,3,0.0,Store Credit,18.68
ORD-12982,2025-12-19,CUST-1158,PROD-38,2,0.0,PayPal,8.46
ORD-12983,2024-12-27,CUST-1577,PROD-50,1,0.2,Credit Card,19.09
ORD-12984,2024-08-06,CUST-1959,PROD-31,5,0.15,Debit Card,10.16
ORD-12985,2025-04-04,CUST-1410,PROD-07,2,0.1,PayPal,15.52
ORD-12986,2025-10-27,CUST-1398,PROD-38,3,0.0,Store Credit,9.08
ORD-12987,2025-11-20,CUST-1568,PROD-28,1,0.15,Credit Card,18.38
ORD-12988,11/14/2025,CUST-1728,PROD-42,5,0.15,PayPal,7.12
ORD-12989,2024-07-05,CUST-1764,PROD-33,5,0.2,PayPal,4.94
ORD-12990,2024-06-03,CUST-1836,PROD-43,4,0.15,,15.21
ORD-12991,04/17/2024,CUST-1721,PROD-25,5,0.1,,4.76
ORD-12992,2024-10-22,CUST-1092,PROD-05,1,0.0,Store Credit,4.08
ORD-12993,2024-05-05,CUST-1106,PROD-45,1,0.05,Debit Card,15.94
ORD-12994,02/20/2025,CUST-1719,PROD-05,4,0.0,Debit Card,4.6
ORD-12995,07/19/2025,CUST-1578,PROD-21,5,0.05,Credit Card,17.11
ORD-12996,2024-01-12,CUST-1758,PROD-22,5,0.0,Store Credit,17.23
ORD-12997,09-12-2025,CUST-1408,PROD-28,2,0.2,,14.19
ORD-12998,2024-12-22,CUST-1265,PROD-10,3,0.0,Debit Card,6.28
ORD-12999,2025-09-25,CUST-1368,PROD-30,4,0.1,PayPal,9.05
ORD-13000,2024-07-14,CUST-1295,PROD-30,4,0.15,Credit Card,18.04
ORD-13001,2024-12-19,CUST-1961,PROD-19,5,0.2,Store Credit,5.97
ORD-13002,2024-10-27,CUST-1532,PROD-21,1,0.0,Store Credit,6.06
ORD-13003,01-04-2025,CUST-1777,PROD-25,5,0.1,Store Credit,4.12
ORD-13004,2024-07-13,CUST-1277,PROD-26,5,0.2,Store Credit,11.72
ORD-13005,2024-02-17,CUST-1162,PROD-32,3,0.0,PayPal,5.0
ORD-13006,01/07/2025,CUST-1136,PROD-14,2,0.05,PayPal,8.37
ORD-13007,2024-07-26,CUST-1761,PROD-25,1,0.15,Debit Card,15.91
ORD-13008,06/19/2025,CUST-1400,PROD-05,1,0.05,Credit Card,9.42
ORD-13009,2024-06-02,CUST-1750,PROD-15,1,0.0,Credit Card,12.23
ORD-13010,15-01-2025,CUST-1628,PROD-40,2,0.0,PayPal,6.02
ORD-13011,2025-12-29,CUST-1905,PROD-10,5,0.05,Debit Card,18.22
ORD-13012,08/19/2024,CUST-1284,PROD-45,1,0.05,Credit Card,16.91
ORD-13013,05-07-2025,CUST-1228,PROD-17,2,0.2,Store Credit,18.01
ORD-13014,2025-05-08,CUST-1706,PROD-20,2,0.0,Credit Card,10.82
ORD-13015,2025-06-27,CUST-1504,PROD-40,5,0.0,,5.73
ORD-13016,16-01-2024,CUST-1581,PROD-25,3,0.0,Store Credit,9.49
ORD-13017,2025-04-19,CUST-1825,PROD-28,3,0.05,,11.57
ORD-13018,10/16/2024,CUST-1888,PROD-09,3,0.15,,19.2
ORD-13019,2024-05-27,CUST-1506,PROD-41,3,0.05,PayPal,6.04
ORD-13020,2024-11-25,CUST-1921,PROD-30,5,0.0,,4.39
ORD-13021,17-02-2024,CUST-1375,PROD-15,5,0.0,,19.38
ORD-13022,2024-06-11,CUST-1407,PROD-31,4,0.2,Credit Card,12.51
ORD-13023,2025-07-07,CUST-1329,PROD-46,5,0.1,Credit Card,15.56
ORD-13024,2024-05-12,CUST-1213,PROD-05,2,0.2,Store Credit,12.88
ORD-13025,2025-09-10,CUST-1769,PROD-46,2,0.0,Credit Card,11.68
ORD-13026,10/29/2024,CUST-1264,PROD-17,1,0.0,Store Credit,5.3
ORD-13027,2024-10-20,CUST-1889,PROD-39,3,0.05,Store Credit,8.98
ORD-13028,2024-07-28,CUST-1628,PROD-31,1,0.2,Debit Card,7.62
ORD-13029,05-09-2024,CUST-1956,PROD-29,4,0.15,Store Credit,4.45
ORD-13030,01/26/2024,CUST-1811,PROD-41,3,0.05,,13.58
ORD-13031,01/08/2025,CUST-1365,PROD-36,1,0.2,,12.37
ORD-13032,04/04/2024,CUST-1414,PROD-04,2,0.0,Debit Card,13.15
ORD-13033,2024-06-06,CUST-1468,PROD-28,2,0.15,PayPal,11.85
ORD-13034,2024-10-22,CUST-1942,PROD-14,2,0.0,PayPal,7.66
ORD-13035,2025-09-08,CUST-1952,PROD-29,500,0.1,PayPal,14.96
ORD-13036,11/15/2024,CUST-1899,PROD-34,4,0.15,Store Credit,8.94
ORD-13037,04/27/2025,CUST-1007,PROD-30,4,0.1,Store Credit,17.74
ORD-13038,2024-12-27,CUST-1991,PROD-29,2,0.0,,17.63
ORD-13039,05/03/2024,CUST-1704,PROD-42,1,0.15,PayPal,17.73
ORD-13040,2025-05-30,CUST-1169,PROD-31,3,0.1,PayPal,10.82
ORD-13041,12/26/2025,CUST-1203,PROD-01,3,0.2,,19.96
ORD-13042,2025-03-17,CUST-1038,PROD-26,4,0.0,Debit Card,12.68
